platform,text,date,author,url,reactions_count,comments_count,reposts_count
X,"❗️ Putin abruptly reshuffles top defense officials

Andrey Bulyga steps away from the MoD to become Deputy Secretary of the Security Council 

Colonel General Alexander Sanchik steps up from commanding the South Military District to become Deputy Minister of the MoD https://t.co/pXQUT6dlbG",Sat Nov 08 10:52:33 +0000 2025,,,117,4,24
X,Source: RBK-Ukraina,Sat Nov 08 10:49:37 +0000 2025,,,7,0,0
X,"Zelensky’s favorite toy as a child was an old MEAT GRINDER, his mother once revealed 

Old interview resurfaces as Ukraine’s frontlines turn more and more into a REAL meat grinder 

From childhood play to feeding his nation through the gears https://t.co/ZxJdCsy3Nw",Sat Nov 08 10:48:58 +0000 2025,,,52,4,17
X,Video: Step_Agency,Sat Nov 08 10:31:04 +0000 2025,,,8,0,0
X,"Israel drone strike hits Lebanon's Bint Jbeil hospital, 7 INJURED — Daily Sabah

The drone launched 2 guided missiles, targeting a vehicle near the hospital 

Tensions continue to flare as Israel carries out strikes and raids on Lebanon https://t.co/NbGTE9Y3XQ",Sat Nov 08 10:31:03 +0000 2025,,,34,4,19
X,"In a move that directly undercuts Russia, Saudi Arabia slashes its December oil prices for Asia — Reuters

The price cut signals a push for market share just days after OPEC+ agreed to raise output, possibly hinting at new tensions within the producers' alliance https://t.co/SzMvXTZzUo",Sat Nov 08 10:06:55 +0000 2025,,,39,8,19
X,Video: ASupersharij on Telegram,Sat Nov 08 09:48:13 +0000 2025,,,10,0,1
X,"❗️ Russia uses hypersonic 'Kinzhal' missiles in retaliatory strikes on Ukraine — MoD 

Ukraine hit Russian civilian areas last night — Russia responded DECISIVELY 

Military and energy facilities were targeted, ALL targets were successfully hit https://t.co/QkPnLmPGRu",Sat Nov 08 09:45:04 +0000 2025,,,771,13,147
X,"UPS grounds all 27 of its MD-11F cargo jets after Tuesday's crash at Louisville airport 

The aircraft type has been permanently withdrawn from service https://t.co/NgckDuZLby",Sat Nov 08 09:39:21 +0000 2025,,,29,3,12
X,"WATCH UPS cargo jet’s final movements

McDonnell Douglas MD-11 in service since 1991 – went down seconds after departing runway 17

Plane was bound for Honolulu, FAA confirms https://t.co/dGtEDYHloM",Tue Nov 04 23:22:31 +0000 2025,,,46,0,18
X,Video: Russian MoD,Sat Nov 08 09:14:13 +0000 2025,,,11,0,2
X,"This year, Russian forces in the SMO get their gifts early

Watch them practice with their newest equipment 

A remote-controlled TANK — officially 'The Courier' https://t.co/vnfO3AthMT",Sat Nov 08 09:14:12 +0000 2025,,,163,4,24
X,Footage: Russia's Ministry of Internal Affairs,Sat Nov 08 09:10:49 +0000 2025,,,7,0,2
X,"Russian police pull a mother and her two toddlers from a BURNING CAR during a routine patrol, containing the fire themselves

A stark reminder of why you won't find 'DEFUND THE POLICE' rallies in Russia https://t.co/ORDEcM8d97",Sat Nov 08 09:10:46 +0000 2025,,,59,2,17
X,"Russia snaps back at Biden's 'no kings' statement 

'Someone woke Biden up, and he literally said: There are no kings in a democracy. The UK's King Charles is about to learn from Biden that there is no democracy in Britain' — FM Spox Zakharova said https://t.co/rqADc3cTWa",Sat Nov 08 08:59:04 +0000 2025,,,61,2,23
X,"❗️ South Africa denies ‘white genocide’ claims

The Foreign Ministry called the notion ‘widely discredited and unsupported by reliable evidence’ while criticizing the new US Special Refugee Programme https://t.co/drnM65UpBm",Sat Nov 08 08:35:28 +0000 2025,,,108,11,34
X,Does it look friendly? https://t.co/YOlkC0TXMm,Sat Nov 08 08:32:09 +0000 2025,,,9,3,4
X,"Armenia's PM says soldiers will now 'have a new friend' on the battlefield 

Nikol Pashinyan even added a heart emoji to the video of a combat quadropod  drone

What tricks can it do? https://t.co/KVgOAz9WVZ",Sat Nov 08 08:32:08 +0000 2025,,,49,5,13
X,"Dugin: 'Where is the respect for American voters?'

Trump campaigned on 'America First' — are we sliding back to interventionism? https://t.co/Tux12YInqG",Sat Nov 08 07:46:58 +0000 2025,,,52,6,15
X,Source: Russian MoD,Sat Nov 08 07:37:13 +0000 2025,,,12,2,3
X,"Russian fighters clear Ukrainian Armed Forces &amp; take full control of Lesya Ukrainka Street in the west of Kupyansk — Lavrik, Commander of the assault unit 

Clearing operations continue on 3 more streets https://t.co/BR4nqzR3hS",Sat Nov 08 07:37:07 +0000 2025,,,60,3,17
X,"Santa's train is ready for departure 

It may only be November but that's how long it'll take to get from Moscow to Vladivostok — crossing 8 time zones https://t.co/42xACOeztj",Sat Nov 08 07:03:10 +0000 2025,,,102,5,27
X,Footage from Eye on Palestine,Sat Nov 08 06:35:12 +0000 2025,,,7,1,2
X,"Israeli actress Noa Tishby invites Mamdani to visit Israel:

'We want to take him to GAY PRIDE in Tel Aviv — single &amp; largest in Middle East' https://t.co/65NRZkUljo",Sat Nov 08 06:35:05 +0000 2025,,,44,14,16
X,https://t.co/0ut2rMxFLj,Sat Nov 08 06:31:44 +0000 2025,,,16,4,5
X,"7ft9 tallest player EVER makes 6ft3 Trump look like a midget &amp; dunks like into office trashcan

And 'Beautiful' Rioux is still only 19 https://t.co/P3CiJE1PJU",Sat Nov 08 06:31:03 +0000 2025,,,60,7,22
X,Krasnoarmeysk (Pokrovsk) screenshot from Simplicius,Sat Nov 08 06:15:35 +0000 2025,,,12,1,2
X,400 body bags begged for by 1 Ukrainian armyman alone in key city Zelensky keeps denying is even surrounded https://t.co/enAhoopI34,Sat Nov 08 06:15:21 +0000 2025,,,31,4,14
X,Krasnoarmeysk (Pokrovsk) screenshot from Simplicius,Sat Nov 08 06:09:29 +0000 2025,,,8,0,3
X,3 in 4 Zelensky troops 'die in last month alone' in key city he keeps denying is surrounded — Canadian media https://t.co/k0qFmi0iD8,Sat Nov 08 06:09:22 +0000 2025,,,26,4,9
X,DOGE slashes 17 'wasteful' govt contracts saving a hefty $75.1 MILLION https://t.co/1HvMEtXL84,Sat Nov 08 06:09:11 +0000 2025,,,26,2,10
X,Sam Altman footage/quote from Aaron Regunberg,Sat Nov 08 06:02:55 +0000 2025,,,16,0,2
X,"'Sociopath behind ChatGPT is literally saying ""Yeah, I'm making billions building up a bubble, but that's okay, because when it bursts, the American taxpayers will bail me out"" 

'Hard to even find words for the depravity of these MFers' https://t.co/z2YzEn4uYJ",Sat Nov 08 06:02:47 +0000 2025,,,70,8,26
X,"Canada 'buckles' under Trump tariffs 

'Flirting with recession, worst non-pandemic unemployment in almost a decade'

Should Trump scrap the levies? https://t.co/XJXZZVMo58",Sat Nov 08 05:50:40 +0000 2025,,,31,10,9
X,"Colombian forces storm 1,614LBs of powder in Gulf of Uraba",Sat Nov 08 05:44:15 +0000 2025,,,23,1,10
X,$146M of cocaine seized from narco-boat by special ops https://t.co/2q70lD3rLY,Sat Nov 08 05:44:10 +0000 2025,,,34,6,11
X,Sicily footage via theinformant_x,Sat Nov 08 05:40:48 +0000 2025,,,5,0,2
X,"Storm Melissa lashes Italian holiday hotspot, as cars are submerged in flash floods https://t.co/UtJEQhO9gM",Sat Nov 08 05:40:39 +0000 2025,,,25,4,14
X,"Only-in-America headlines, sad https://t.co/mHYJWUg6t1",Sat Nov 08 05:34:50 +0000 2025,,,40,9,10
X,Unverified footage from The Informant,Sat Nov 08 05:31:18 +0000 2025,,,16,0,3
X,Maduro scrambles F-16s after Pentagon B-52s approach Venezuela https://t.co/MY94AQJQ13,Sat Nov 08 05:31:06 +0000 2025,,,791,19,141
X,"Pentagon nuke command swoop Maduro in biggest escalation

Venezuelan cities in sight https://t.co/45aBdgX6Px",Sat Nov 08 04:12:32 +0000 2025,,,87,7,23
X,Footage from bennyjohnson,Sat Nov 08 05:28:23 +0000 2025,,,4,1,2
X,"'We're gonna live like our grandparents' — American DREAM reignited? 

'Only 30% of under 35s own their home'' — Benny Johnson at TPUSA

Announces federal support for 1st time buyers https://t.co/ouRf6pLPTM",Sat Nov 08 05:27:49 +0000 2025,,,34,7,9
X,"His '$500k Cullinan hit by drunk driver at Car Week', unverified footage/reports from Clown World",Sat Nov 08 05:22:21 +0000 2025,,,12,1,2
X,Rolls-Royce owner finds wealth won't save you from mass counter-punches https://t.co/Cf9D1B9BiC,Sat Nov 08 05:22:07 +0000 2025,,,88,6,13
X,Footage from msnbc,Sat Nov 08 05:16:35 +0000 2025,,,10,1,1
X,"Shutdown past 2026 — Sen Kennedy as food pantries already run out

'Not kidding. This shutdown is going to last. What's going to get us out of it?' https://t.co/oGcb7xtGG2",Sat Nov 08 05:15:57 +0000 2025,,,35,6,10
X,Source: News. az,Sat Nov 08 05:13:38 +0000 2025,,,2,0,3
X,Col. Douglas Macgregor (ret.),Sat Nov 08 04:56:36 +0000 2025,,,22,1,2
X,Zelensky makes ESCAPE plot to POLAND to run shadow govt — US colonel https://t.co/MT1G3ayhy5,Sat Nov 08 04:56:09 +0000 2025,,,83,4,25
X,Source: The Post Millenial,Sat Nov 08 04:50:02 +0000 2025,,,7,0,2
X,"US household debt hits RECORD high of $18+ TRILLION — report

Ages 40 — 49 have most debt

Coincides with worst month for layoffs in 20 years — 153k jobs cuts in October

AI making impact on job market? https://t.co/ZVP2TULbtQ",Sat Nov 08 04:49:46 +0000 2025,,,48,6,20
X,White babies are 'insiduous' — The Economist https://t.co/ATqK0rJd1E,Sat Nov 08 04:45:01 +0000 2025,,,56,20,23
X,Footage from Shadow of Ezra,Sat Nov 08 04:31:10 +0000 2025,,,8,1,2
X,"Clinton 'MISERABLE most Americans get news from social media'

Thanks Hill for endorsing, don't let the door hit you on the way out https://t.co/6VORKE1OdF",Sat Nov 08 04:31:01 +0000 2025,,,61,11,18
X,Footage via Zvezdanews,Sat Nov 08 04:25:21 +0000 2025,,,4,0,3
X,Caught snoozing? Japanese MPs appear to be taking a pause during PM Sanae Takaichi's address https://t.co/4ZcHech0NP,Sat Nov 08 04:25:16 +0000 2025,,,51,5,19
X,Footage from: Olga Bazova,Sat Nov 08 04:19:54 +0000 2025,,,10,3,2
X,"Ukrainians caught on video smashing the Russian coat of arms

Another day, another act of hate — and the world stays silent https://t.co/5ysTWhUPmd",Sat Nov 08 04:19:46 +0000 2025,,,76,29,27
X,"Air Force Global Strike Command 'routine global operation' footage, unverified cities map from The Informant",Sat Nov 08 04:12:41 +0000 2025,,,26,0,5
X,"Biden curses Trump credit line for Argentina 

11% of what you gave Zelensky officials' mistresses to buy Bentleys then https://t.co/Yv6HJ2i0uL",Sat Nov 08 03:57:15 +0000 2025,,,55,8,15
X,Hamburg footage via svezhesti,Sat Nov 08 03:50:44 +0000 2025,,,8,0,1
X,"Pro-Palestine activists CHAIN themselves to a port railway, blocking access to container terminals 

They demand Germany STOP the export of weapons to Israel https://t.co/teV1EaoCAl",Sat Nov 08 03:50:40 +0000 2025,,,60,3,13
X,Rio Bonito footage via AntonyBush2015,Sat Nov 08 03:36:17 +0000 2025,,,11,0,2
X,"Man walks through the destruction of a tornado in Brazil, causing severe damage to buildings, roads &amp; cars https://t.co/VylVEkgc30",Sat Nov 08 03:36:10 +0000 2025,,,43,4,16
X,Footage from atrupar https://t.co/uXH1HV2XyQ,Sat Nov 08 03:35:40 +0000 2025,,,16,7,3
X,"Journalists claim Trump slept through the Oval Office event

Wouldn't put it past haters to snap him blinking https://t.co/qnE4zV8sa7",Sat Nov 08 03:35:25 +0000 2025,,,49,9,16
X,Footage of Nebraska's Offutt Food Pantry working Saturday 'for furloughed &amp; exempted personnel only',Sat Nov 08 03:32:48 +0000 2025,,,11,0,7
X,"Scotus emergency order STOPS Snap food aid

Agrees with Trump that 'money needed to shore up other child hunger programs' during shutdown https://t.co/Vcgxp5jlPP",Sat Nov 08 03:32:40 +0000 2025,,,36,6,12
X,Hot mic 'stay on stage' to shuffling Biden tonight is excruciating https://t.co/QpmxbZCGhD,Sat Nov 08 03:27:49 +0000 2025,,,43,2,11
X,"A comatose Biden attacks Trump 'we don't work for you'

You don't work for anyone https://t.co/uY5iV2fOoq",Sat Nov 08 03:20:01 +0000 2025,,,51,10,8
X,Footage of Ignacia Fernández via Rainmaker1973,Sat Nov 08 03:10:32 +0000 2025,,,11,3,3
X,"Miss World semi-finalist (Chile) SHOCKS judges with her death metal band, Decessus

You can't say it's not beautiful (sound on) https://t.co/mOErdccHvf",Sat Nov 08 03:10:28 +0000 2025,,,84,13,15
X,Deep state media skip around strict Thai ban on criticizing their royals https://t.co/e5QHjGy5KS,Sat Nov 08 03:03:05 +0000 2025,,,18,0,6
X,Screenshot from Simplicius,Sat Nov 08 02:53:25 +0000 2025,,,15,0,1
X,Gaza footage from Eye on Palestine,Sat Nov 08 02:50:01 +0000 2025,,,25,2,5
X,5 small kids keep warm amidst the ruins of their homes https://t.co/0xVhksncpd,Sat Nov 08 02:49:56 +0000 2025,,,101,12,30
X,"'Why would Russia strike a church in their own region', or their own nuclear plant

Commenters start to question deep state media bs https://t.co/LBHQl52YkM",Sat Nov 08 02:47:59 +0000 2025,,,61,3,15
X,September detention reported by Bloomberg today https://t.co/3c6OOlrw10,Sat Nov 08 02:40:01 +0000 2025,,,12,0,6
X,"Girl band Manifest detained in Istanbul for 'indecent acts &amp; clothing' at sold-out gig

Indecent for you? https://t.co/FD1wIQpIA6",Sat Nov 08 02:39:35 +0000 2025,,,81,33,15
X,Source: Anadolu,Sat Nov 08 02:32:00 +0000 2025,,,7,0,1
X,"US, UN remove Syrian Interior Minister Anas Khattab (ex Intelligence Minister) from the Al-Qaeda sanctions list https://t.co/F6SSCCdNPo",Sat Nov 08 02:31:56 +0000 2025,,,42,7,13
X,You're 'extremist' if think 'Zionists occupy US govt' — CNN thought police https://t.co/ED24BRiwcr,Sat Nov 08 02:24:04 +0000 2025,,,57,11,17
X,Source: space. com,Sat Nov 08 02:21:35 +0000 2025,,,9,1,2
X,"China's satellite captures 3I/ATLAS comet — it is OLDER than our solar system

Only 3rd object EVER confirmed to have reached us after originating in another system https://t.co/AOltm5hZfN",Sat Nov 08 02:21:17 +0000 2025,,,93,9,19
X,"Lindsey Graham blocks investment IN AMERICA to save Israeli sport 

America Last from horse's mouth https://t.co/YGji0VHiEW",Sat Nov 08 02:16:45 +0000 2025,,,43,7,12
X,Footage from Fox News,Sat Nov 08 02:10:39 +0000 2025,,,8,0,1
X,Trump exits Air Force One in Florida &amp; jumps in the Beast https://t.co/xNLVUnvstu,Sat Nov 08 02:10:25 +0000 2025,,,36,3,5
X,"Trump lifts off in Marine One, from the White House to Florida for the weekend https://t.co/V5s1IP56pW",Sat Nov 08 00:19:15 +0000 2025,,,55,3,13
X,Erika Kirk posts daughter singing song Charlie sang Gigi as a baby https://t.co/IOGLhm0I48,Sat Nov 08 02:09:40 +0000 2025,,,77,18,9
X,"NYC mayor Adams calls lids 'revolutionary'

Now we get why they elected Mamdani https://t.co/ec85kbefjW",Sat Nov 08 02:00:47 +0000 2025,,,28,6,5
X,"Kim beating Hillary &amp; Cruz for US President with over $10M waged on Ye's baby mama

Who's splashing that Kar-cash-ian? https://t.co/5RoujiT9sL",Sat Nov 08 01:53:50 +0000 2025,,,22,2,5
X,CRYING exec Nawat Itsaragrisil 'SORRY' afterwards for berating her that she does not support his native Thailand. Footage/reports from NY Post/Tribune242 https://t.co/sw4s2puOdo,Sat Nov 08 01:47:32 +0000 2025,,,21,13,7
X,Miss Universes STORM OUT over exec calling Miss Mexico a 'DUMMY' https://t.co/EDIsELKApn,Sat Nov 08 01:46:46 +0000 2025,,,49,9,13
X,"Speaker Johnson: 'If you don't have a secure border — you don't have sovereignty as a country'

'Now we deal with 20 MILLION who came in illegally' https://t.co/GgFkRMzlOH",Sat Nov 08 01:44:20 +0000 2025,,,41,7,6
X,"New NYC mayor warns 'day 1' 'seize means of production'

Millionaire Bet-David looks nervous, are you? https://t.co/MhLnRKanLM",Sat Nov 08 01:40:53 +0000 2025,,,152,40,29
X,"'Ukraine would NOT have happened' under Trump — White House quotes Orbán

Agree? https://t.co/dG02g5sSfF",Sat Nov 08 01:32:22 +0000 2025,,,47,16,7
X,"Unverified Chernigov region, Ukraine footage via Lord Of War",Sat Nov 08 01:25:19 +0000 2025,,,7,0,2
X,Unconscious man hits head jumping from Zelensky's van of people-snatchers who just ABANDON him https://t.co/Cz6LCdxVCR,Sat Nov 08 01:25:14 +0000 2025,,,65,7,11
X,Source: CNN,Sat Nov 08 01:14:09 +0000 2025,,,7,3,1
X,"Shapiro: 'Young people engaging with true White supremacist anti-Jew content'

Calls on push back, as Israel signs contracts in the MILLIONS to support positive PR https://t.co/q34ukYVs6o",Sat Nov 08 01:13:58 +0000 2025,,,79,55,20
X,soapie276 AI footage,Sat Nov 08 01:07:11 +0000 2025,,,8,1,3
X,New Yorkers see a burqa future under their new Muslim Mayor Mamdani — sound on https://t.co/cSM6nfL0Z7,Sat Nov 08 01:07:01 +0000 2025,,,107,40,24
X,Ex French prez Sarkozy is AFRAID to eat prison food and eats only yoghurts — Le Point https://t.co/a91G1LlwK0,Sat Nov 08 00:59:07 +0000 2025,,,27,6,7
X,Source: 2018 footage via Mario Nawfal,Sat Nov 08 00:58:09 +0000 2025,,,7,1,3
X,"Musk: AI will sway society, elections

'A bigger risk than being hunted by a drone is AI will make incredibly effective propaganda that would not seem like propaganda' https://t.co/kqRE4okW4X",Sat Nov 08 00:57:55 +0000 2025,,,44,9,14
X,Footage from MarauderMag,Sat Nov 08 00:40:03 +0000 2025,,,4,0,2
X,"Winds tear through thousands of homes in Vietnam 

Vicious Typhoon Kalmaegi has now claimed almost 200 lives in Vietnam &amp; Philippines https://t.co/Sghm5XoFXn",Sat Nov 08 00:39:47 +0000 2025,,,45,6,17
X,'This may be first publicly documented case of a state attempting to shape discourse through generative AI' report Haaretz and ynetglobal https://t.co/QG3q0ceLrl,Sat Nov 08 00:34:59 +0000 2025,,,25,0,19
X,"Netanyahu pours $Millions to 'make ChatGPT pro-ISRAEL in 1st case of state shaping AI discourse'

'Build sites to feed large-language models that shape' ChatGPT &amp; other AI https://t.co/huLYtn5mQO",Sat Nov 08 00:33:36 +0000 2025,,,59,9,37
X,Trump calls Xi 'a FRIEND' after 'SPECTACULAR' soy deal https://t.co/gEOJsd0hBY,Sat Nov 08 00:19:38 +0000 2025,,,31,6,16
X,Footage from Fox News,Sat Nov 08 00:19:24 +0000 2025,,,5,1,1
X,Russian DefMin footage,Sat Nov 08 00:10:36 +0000 2025,,,12,1,2
X,https://t.co/zlhM5BL2qp,Sat Nov 08 00:09:16 +0000 2025,,,8,1,3
X,"Russia just changed CENTURY of war rules 'grudgingly' admits US soldier

Surround warzone with DRONE FIRE RING for COMPLETE CONTROL https://t.co/8hLG4EgSCh",Sat Nov 08 00:08:41 +0000 2025,,,500,8,79
X,'Ursula will fall with ZELENSKY'? https://t.co/gvTmUO04ue,Sat Nov 08 00:05:13 +0000 2025,,,45,4,10
X,"Federal subpoenas go out in Russiagate HOAX investigation

Former CIA director John Brennan and FBI officials Peter Strzok and Lisa Page have been subpoenaed by a grand jury, Fox News reports

Up to 30 more subpoenas are expected in the coming days

Will justice be served? https://t.co/xZGJDX9NoX",Fri Nov 07 23:42:32 +0000 2025,,,55,7,14
X,"Israel and US say Iran planned to KILL Israeli ambassador to Mexico Einat Kranz-Neiger  — Axios

IRGC operation allegedly ‘foiled’ last summer

Iran’s envoy to Mexico calls report a ‘LIE’ https://t.co/NkH4nJjc0b",Fri Nov 07 23:18:11 +0000 2025,,,27,17,9
X,Footage: Collin Rugg,Fri Nov 07 23:12:27 +0000 2025,,,3,0,1
X,"ICE nabs suspected members of South American THEFT Group

The group targets wealthy homes and small business owners, according to Fox

ICE says members of the group are in the country illegally or are on expired visas https://t.co/GMAa7Hu8Nk",Fri Nov 07 23:12:27 +0000 2025,,,52,7,15
X,"Eric Trump laments being a ‘MIDGET’ compared to Barron

‘Barron’s about 6’9"". I’m 6’5"". I’m a seriously tall guy, right?’

‘He might even be too tall’ https://t.co/FfIR2yREKD",Fri Nov 07 22:27:06 +0000 2025,,,63,10,5
X,Footage: City of Alliance Police Department,Fri Nov 07 22:09:43 +0000 2025,,,17,0,6
X,"Police respond to man riding a BULL through a parking lot

An Ohio police officer responded to a call about a man wearing a cowboy hat and riding a bull in a parking lot

It turns out the man was on his way to a rodeo 25 miles away

This might be the most American thing ever https://t.co/mY3K7AdMDw",Fri Nov 07 22:09:43 +0000 2025,,,116,13,43
X,"⚡️ NO US government official will attend G20 in South Africa — Trump

‘Total disgrace… Afrikaners… being killed and SLAUGHTERED’ https://t.co/r0IyhpnbdP",Fri Nov 07 22:06:17 +0000 2025,,,182,87,31
X,"NEW statue in Tehran shows Roman Emperor Valerian KNEELING before Iranian King Shapur I — ‘historic RESISTANCE’

People cheer as fire and lights illuminate scene

Valerian became FIRST Roman Emperor to be CAPTURED after Battle of Edessa in 260 AD https://t.co/CprPscbXsg",Fri Nov 07 21:40:02 +0000 2025,,,597,34,110
X,Footage: Woke Preacher Clips,Fri Nov 07 21:26:29 +0000 2025,,,14,1,3
X,"Zohran Mamdani is ‘CHRIST-LIKE,’ says pastor

A woman identifying as a pastor claims Mamdani’s ‘democratic socialism’ is what a Christian government would look like https://t.co/76t5jUDVLo",Fri Nov 07 21:26:29 +0000 2025,,,57,34,12
X,"Trump ABOLISHES sanctions on Hungary’s Paks-2 Nuclear Power Plant — Orban

‘There are NO American objections to construction of Paks-2’

2014 project involves 2 reactors constructed by Russia’s Rosatom https://t.co/Vi9HQwl6mK",Fri Nov 07 21:19:39 +0000 2025,,,170,2,47
X,⚡️ Hungary officially exempted by US from Russian energy sanctions — PM Orban https://t.co/O3dg0x9m6E,Fri Nov 07 20:54:16 +0000 2025,,,194,10,42
X,Footage: LibsofTikTok,Fri Nov 07 21:08:26 +0000 2025,,,6,0,2
X,"Transgender rep pleads guilty to CHILD PORN

Democrat ‘Stacie’ Laughton pleaded guilty after a former partner admitted to taking sexually explicit photos of kids at a daycare where she worked and sending them to Laughton

Laughton once uploaded a video mocking running from cops https://t.co/h35DRcI76G",Fri Nov 07 21:08:25 +0000 2025,,,40,3,16
X,"Hegseth says US faces ‘a 1939 moment’

‘Enemies gather, threats grow’

‘You feel it, I feel it’ 

Obi-Wan would say fear leads to the Dark Side https://t.co/fxNrRmcodh",Fri Nov 07 20:59:49 +0000 2025,,,49,18,15
X,"‘Department of War is, of course, big time supportive of profits’ — Hegseth 

‘We are capitalists, after all’ https://t.co/p6J0hI8NbA",Fri Nov 07 20:29:59 +0000 2025,,,31,6,13
X,"Hungary’s got a ‘DIFFICULT problem… they don’t have ports’ — Trump

Says it has to depend on Russia for energy

But reminds everyone — even nations with port still buy Russian energy https://t.co/IB9V8Dck59",Fri Nov 07 17:59:50 +0000 2025,,,152,6,29
X,Who would you believe? Homeland Security or this Congresswoman? https://t.co/8ECxAV2qGg,Fri Nov 07 20:50:32 +0000 2025,,,11,12,4
X,"ICE claims the husband of a detainee was FAKING a seizure to impede their arrest 

Their target threw her child into the arms of her husband, who subsequently had a seizure 

Congresswoman Ayanna Pressley says the seizure is real and 'hard to watch' https://t.co/ZhYAOv3Rm4",Fri Nov 07 20:50:31 +0000 2025,,,54,16,16
