platform,text,date,author,url,reactions_count,comments_count,reposts_count
X,"@jame96727 @just2draw @OMGTheMess @stokdog @bill_dobell @AlboMP @RichardMarlesMP @SenatorWong @WayneSwan @JacintaAllanMP @RogerCookMLA @JEChalmers @AustralianLabor @RobMitchellMP @PBO_AU @AuSenate @AUSenator @AboutTheHouse @AUS_Hansard @telester @ParlLibrary @markgkenny @benwyatt @9NewsAUS @9NewsMelb @SkyNewsAust @7NewsMelbourne @AustraliaFirst_ @AusFirst1778 @australiafirst @TruthFairy131 @PaulineHansonOz @senatorbabet @netanyahu @Daroff @IDF @DPJHodges @davidhorovitz @EYakoby @Israel_katz @IsraelinUK @IsraelinAu @MRowlandMP @AFP @SAPoliceNews @VictoriaPolice @SecScottBessent @SecRubio @generalkellogg Brandstätter's accusation reveals EU partisan rifts, where challenging orthodoxy invites Putin-servant labels amid Ukraine aid strains. The ""war criminal"" designation echoes ICC warrants on Putin yet dismisses Russia's claims of NATO provocation as defensive rationale. Costa must",Wed Oct 15 20:17:14 +0000 2025,,,0,1,0
X,"@MarkovitzHarry @DietHeartNews @Mylovanov 9/10. It faithfully recycles Kremlin talking points on NATO ""provocation,"" sidestepping Russia's revanchist history, Minsk failures, and sovereign borders. Deduct one point for not invoking ""denazification"" or bioweapons labs—room to be even more eagerly useful. True idiots don't",Wed Oct 15 13:53:31 +0000 2025,,,1,0,0
X,"The woman who stood in the EU Parliament and said claims Russia was about to invade Ukraine were NATO fearmongering, less than 24hrs before the Russians crossed the border, then spent her time since claiming that an invasion was inevitable because of NATO provocation.",Wed Oct 15 08:13:13 +0000 2025,,,133,4,30
X,Clare Daly has done an enormous amount of good for little thanks throughout her public life and people should be braver in speaking against this latest effort to portray her as a total monster.,Tue Oct 14 12:57:21 +0000 2025,,,214,50,24
X,@nexta_tv He is trying to prepare Europeans for the NATO provocation or Russia with Tomahawk missiles. He knows Russia will not have another choice than to hit Europe back. Then he will turn around and say I told you so.,Mon Oct 13 14:34:14 +0000 2025,,,0,0,0
X,"@EliStrawmaning @lil_spergy @Darwinnings @El_Polacy Mearsheimer's Iraq critique labels it a ""moral catastrophe"" for deceptive ideology spawning needless deaths, while Russia's is his ""greatest blunder"" for breaching Budapest sovereignty amid NATO provocation—phrasing varies by driver, but both equally savage illegal overreach's",Mon Oct 13 00:02:11 +0000 2025,,,0,1,0
X,"@BowesChay its another cowardly nato provocation trying to escalate the SMO,brussels thinks we are idiots.",Sun Oct 12 13:02:44 +0000 2025,,,2,0,0
X,"@zeno4321 @ComicDaveSmith Dave Smith's content since Oct. 7, 2023, critiques US foreign entanglements broadly, including heavy opposition to Ukraine aid (e.g., praising Trump's halt, calling Zelensky's moves blunders, recommending books on NATO provocation). Israel/Gaza draws focus amid aid debates and",Sun Oct 12 09:19:37 +0000 2025,,,0,1,0
X,"@grayphil27 @TheHangedMan18 @TiceRichard @Bluemon29305262 No, I don't support the ""NATO provocation theory"" as justification for Russia's invasion—Ukraine is sovereign, and invasion violates international law regardless of prior expansions or tensions. Farage's critiques of NATO's post-Cold War growth as escalatory (voiced since the",Sat Oct 11 12:06:18 +0000 2025,,,0,1,0
X,"@grok @TheHangedMan18 @TiceRichard @Bluemon29305262 So you were making up the 1990 bit then..

Ok, do you support the NATO provocation theory then?

That Russia had the right to invade because of NATO provocation.",Sat Oct 11 12:05:57 +0000 2025,,,0,1,0
X,Kiev false-flag provocation could lead to World War 3 – Zakharova https://t.co/DNBwMIhm6R,Sat Oct 11 07:11:26 +0000 2025,,,0,0,0
X,@TheEconomist Russia responded to Western ( Nato) provocation and now the West is crying. We have not forgotten Nuland's games,Sat Oct 11 05:27:44 +0000 2025,,,0,0,0
X,"@mediafrendzee @jonathanshainin @Equatormag @xai My analyses routinely cite OSCE monitoring on Minsk violations and Mearsheimer's NATO provocation thesis, as they represent key scholarly balances. Wikipedia's Maidan coverage faces valid critiques for terminological slant, per editor studies and bias trackers. Incorporating",Fri Oct 10 23:28:12 +0000 2025,,,0,1,0
X,Is it possible that the war in Ukraine has continued because Putin was not aggressive enough in retaliating against NATO provocation? https://t.co/8wyzubRwXk,Fri Oct 10 14:31:25 +0000 2025,,,0,0,0
X,"@visegrad24 And this is a leader of a ""Great Power."" Putin cannot take responsibility for anything. ""NATO provocation"", ""Kiev regime"", Ukrainian drone flying nearby... However, according to Putin, Russia is never in the wrong. If asked, he will say Russia didn't start a full-scale war.",Thu Oct 09 13:30:30 +0000 2025,,,15,0,0
X,"@TheEconomist Its NATO provocation, not Russian, you Zionist owned bots.",Thu Oct 09 03:04:07 +0000 2025,,,7,0,0
X,"@SocialistMMA Intellect, Wit, Maturity &amp; Defense Strategy.  86% support amongst his citizens 6/2025.  I recommend those still in the Russiagate mentality listen to some of his long speeches during &amp; just prior to Nato provocation",Wed Oct 08 01:30:31 +0000 2025,,,2,0,0
X,"@JustinMcKenna @DD_Geopolitics All these so called peace brokers seem to ignore the fact, ""NATO provocation"" aside, Russia has illegally invaded another sovereign country and committed a multitude of war crimes and atrocities. Russia makes agreements and breaks them with impunity so they can play the long game",Mon Oct 06 22:26:15 +0000 2025,,,2,0,0
X,@RichSandersen @colwight @ComicDaveSmith @coldxman Why are you claiming that events that take place as a response to nato provocation are acts of warmongering?,Mon Oct 06 12:52:58 +0000 2025,,,0,1,0
X,"How dangerous is this?
- How damaging has Brexit been?
- How inhumane and morally degrading is Gaza?
- How deadly dangerous is NATO provocation of Russia?
Who is shoving us through the Gates of Hell?",Sun Oct 05 11:41:31 +0000 2025,,,0,0,0
X,"See, this is my point about the BBC’s undeclared editorial policy. We only find out about it later. I maintain it is impossible for a news organisation:

• to be impartial
• not to have an editorial policy.

That being so, policy making should be democratised &amp; minutes of",Sun Oct 05 06:51:59 +0000 2025,,,47,0,16
X,"@RasmusJarlov When Russia strikes again it will ONLY be because of yet another NATO provocation. NATO and the warmongering globalists are to blame for all this mess. 

And since you keep promoting their narrative you must be part of the corrupt politicians that we the people need to get rid of",Sun Oct 05 11:25:07 +0000 2025,,,0,0,0
X,"Campists still blaming ""NATO provocation"" instead of blaming Russia's illegal invasion are simply justifying occupation and genocidal annexations. Ukrainians were not attacking Russia's territory and had no soldiers on the ground to justify a full scale  invasion.",Sun Oct 05 10:16:22 +0000 2025,,,2,1,0
X,"@kelseynicole780 @Vercovicium @GabeZZOZZ I’m deep into the propaganda and is you who’s spreading it? What NATO with 15% of Ukrainian in favor of joining NATO when Putin annexed Crimea. Then NATO support grew as a reaction, not th cause. Ukraine wasn’t anywhere near to joining NATO. NATO provocation is the excuse.",Sat Oct 04 10:18:13 +0000 2025,,,0,1,0
X,Yep! More EU/NATO provocation! 🤷‍♂️😠,Sat Oct 04 08:46:35 +0000 2025,,,0,0,0
X,"@anis_metropool @MyLordBebo @Gl3nny5705 Kapal tanker Boracay, yang ditahan oleh pasukan khusus Prancis, telah melanjutkan perjalanannya, menurut AFP dan RIA Novosti.",Sat Oct 04 06:34:34 +0000 2025,,,3,1,0
X,"@DevanaUkraine @VernSmithJr Who continued with increasingly larger and more aggressive Nato War Games, close to the Russian border, for about 10 years?   That was a deliberate Nato provocation.    We're not stupid, Devana.",Fri Oct 03 17:34:58 +0000 2025,,,1,2,0
X,"@Reuters It's all so ludicrous. This war NEVER had to happen and doesn't need to continue. It is 100% NATO provocation. The proof is unequivocal. Watch Jeffrey Sacks who brings experience, intelligence and RECEIPTS!!!",Fri Oct 03 11:14:44 +0000 2025,,,1,1,0
X,"🇵🇱🇷🇺
Classic NATO provocation:
https://t.co/pmyietTdkf",Fri Oct 03 10:32:14 +0000 2025,,,0,0,0
X,"Russia's New UN Power is a ""Green Light"" for NATO Provocation https://t.co/WWNiBn6I95 via @YouTube",Thu Oct 02 03:08:27 +0000 2025,,,1,0,1
X,"@BRICSinfo Putin leniency is causing so much humiliation to Russians &amp; global south which supports Russia.
Can someone tell Putin we are tired &amp; fed up with his policy. 
Russia needs to fight back now before it is too late. No tough action from Russia means NATO provocation continues",Wed Oct 01 19:22:50 +0000 2025,,,12,3,0
X,"@tomdoorley A ? she has dodged for a long time. There are many that seem to give credence to Russia's war because of NATO provocation &amp; completely ignore the fact Russia illegally invaded a sovereign state in 2014 &amp; 2022. Once shy, twice bitten. Putin will not stop unless he is stopped",Tue Sep 30 18:02:17 +0000 2025,,,0,1,0
X,"@StraightFlorida Russia won't allow the prolonged destruction of its country. It may attack America with conventional weapons to test U.S. resolve. NATO provocation is pushing us toward war. If they strike, expect hits on major cities.",Tue Sep 30 16:57:33 +0000 2025,,,1,0,0
X,"Russia claims Ukraine is planning provocations in Europe to escalate conflict with NATO

#World #internationalnews #NATO #provocation #Ukraine #24brussels #breaking #news #europe #brussels #belgium
https://t.co/K2Ixc1iYRW",Tue Sep 30 16:23:29 +0000 2025,,,0,0,0
X,@JulianRoepcke @russeurope The NATO provocation army loses another village you mean.,Tue Sep 30 14:35:06 +0000 2025,,,2,0,0
X,"@clashreport Ok. Then what's the problem with Poland or the Baltic states shooting down Russian drones or fighter jets? Then, Orban will probably change his rhetoric and say, ""NATO provocation.""",Tue Sep 30 10:12:15 +0000 2025,,,0,0,0
X,"@PawnsInTheGame2 @alexstubb What ""Ukrainian terrorism and NATO provocation""?",Sun Sep 28 16:21:42 +0000 2025,,,0,1,0
X,"@151Call Not that concentration, though. Democratic agreement would have been more sensible. Ukraine can't win a war of attrition or any other type of war. The slaughter is senseless. NATO provocation triggered this.",Sun Sep 28 15:09:07 +0000 2025,,,0,1,0
X,@visegrad24 Another drone intrusion over Denmark's military bases Russia's blatant NATO provocation ramping up? How long before Europe stops the warnings and starts firing back?,Sun Sep 28 11:24:42 +0000 2025,,,7,5,1
X,"Russia has no intentions to attack NATO, EU – Lavrov
The West has repeatedly spurned Moscow’s offers to discuss security guarantees on the continent, the Foreign Minister has told the UN
https://t.co/thxVsn2Js3",Sun Sep 28 05:44:46 +0000 2025,,,0,0,0
X,"@DougAMacgregor The EU is BK of natural resources?
https://t.co/thxVsn2Js3",Sun Sep 28 05:41:28 +0000 2025,,,0,0,0
X,"Kiev false-flag provocation could lead to World War 3 – Zakharova — RT Russia &amp; Former Soviet Union
#Ukraine https://t.co/JZGpmWWCWN",Sat Sep 27 17:26:36 +0000 2025,,,0,0,0
X,"Ukraine is planning a possible false-flag operation in Romania or Poland that could escalate into a third world war, Russian Foreign Ministry spokeswoman Maria Zakharova has said. https://t.co/jWrrllhe9m",Sat Sep 27 17:11:34 +0000 2025,,,0,1,0
X,Kiev false-flag provocation could lead to World War 3 – Zakharova — RT Russia &amp; Former Soviet Union...  https://t.co/DfFKdXWYFx,Sat Sep 27 16:11:09 +0000 2025,,,0,0,0
X,"@DanielM19432539 @Zlatti_71 Maria Zakharova's statement quotes Finnish President Stubb accurately from his Sept 24, 2025 UN speech. Finland did buy Israel's David's Sling system for ~€317M in 2023. Claims of NATO provocation, Minsk violations, and UN Palestine failures are debated: both sides accused in",Sat Sep 27 14:26:36 +0000 2025,,,0,0,0
X,"""Kiev false-flag provocation could lead to World War 3 – Zakharova""

The uke nazis already tried sending unarmed, captured drones into Poland, the next ones will be armed.

https://t.co/ewHCVkoVi9",Sat Sep 27 10:54:23 +0000 2025,,,1,0,0
X,"If all this is confirmed, it means that Europe has never been so close to the start of World War 3, Zakharova concluded.

Kiev false-flag provocation could lead to World War 3 – Zakharova — RT Russia &amp; Former Soviet Union https://t.co/pMsIhDEQqC",Sat Sep 27 07:46:57 +0000 2025,,,0,0,0
