platform,text,date,author,url,reactions_count,comments_count,reposts_count
X,"🚨🇷🇺 BREAKING: Russian state media reveals the Kremlin is ""considering"" a 30-day ceasefire proposal amid the ongoing Ukraine conflict, but warns ""Moscow has its own stance."" Will peace prevail or is this just a strategic play? #UkraineWar #Kremlin #Ceasefire",Sat May 10 17:29:16 +0000 2025,,,2,0,0
X,"Kremlin Calls European Remarks ‘Confrontational’ Following Ceasefire Appeal

@nitingokhale @SuryaGangadha13 @amitabhprevi @s_jkr #Kremlin #ceasefire 

https://t.co/DFFIMPDsmj",Sat May 10 16:44:20 +0000 2025,,,1,0,0
X,"Ukraine wants to avoid talks on settlement of conflict with Russia — Kremlin

Ceasefire negotiations were supported by President of Russia Vladimir Putin but he asked several questions, Kremlin Spokesman Dmitry Peskov said

https://t.co/aO1Y7RDVzJ",Sat May 10 16:29:21 +0000 2025,,,0,0,0
X,"That the Temporality of #RussianUkrainianPeace &amp; #RussoEuroAtlantic strategic détente is in his hands.
I would be honored to meet him to talk about it.
I will travel to #Moscow at my own expense.

https://t.co/4wtn3ltKGv

#BREAKING @POTUS #VladimirPutin #UNSC #Kremlin #ceasefire",Sat May 10 14:03:03 +0000 2025,,,0,0,0
X,What would you say to President Putin if you got a chance to meet him? https://t.co/LApYylQ7VU,Wed May 07 18:05:31 +0000 2025,,,979,598,123
X,"Ukraine wants to avoid talks on settlement of conflict with Russia — Kremlin
Ceasefire negotiations were  supported by President of Russia Vladimir Putin but he asked several  questions, Kremlin Spokesman Dmitry Peskov said https://t.co/q2dCuIFSDW",Sat May 10 11:25:28 +0000 2025,,,0,0,0
X,"@ralakbar @ZelenskyyUa Here's the Kremlin ceasefire:
https://t.co/UTEj1ETfaf",Wed May 07 21:46:50 +0000 2025,,,2,0,2
X,"There’s no limit to the barbarism of the russians.

russian human safari has reached a whole new level.

This morning, the bastards attacked an emergency medical vehicle with FPV drones in Kostyantynivka, Donetsk region.

Of course, the world won't notice this. https://t.co/n4uETVQiK0",Wed May 07 09:58:18 +0000 2025,,,3777,125,2021
X,"⚡️ATENȚIE: Ucraina și aliații europeni propun Statelor Unite ale Americii un plan pentru încetarea războiului cu Rusia

Citește mai multe aici:

#alephnews #Ukraine #Russia #UkraineRussianWar #Trump #USA #Kremlin #ceasefire #Peace 

https://t.co/YQsoqmJG4r",Fri Apr 25 18:26:24 +0000 2025,,,0,0,0
X,"Kremlin
ceasefire will last from 6 p.m. Moscow time (1500 GMT) on Saturday to midnight (2100 GMT) following Easter Sunday.
“Guided by humanitarian considerations, today from 18:00 to 00:00 from Sunday to Monday, the Russian side declares an Easter truce. https://t.co/YPyveLPgDM",Mon Apr 21 03:12:05 +0000 2025,,,0,0,0
X,"“We value lives, not parades.”

Bravo to Zelenskyy for rejecting this farcical Kremlin ceasefire",Mon Apr 28 21:33:00 +0000 2025,,,1158,60,140
X,"BREAKING:

Zelensky rejects Putin’s ceasefire proposal for Victory Day (May 9)

Zelensky tells Putin to accept Trump’s full  30-day-ceasefire:

“We value lives, not parades. A real ceasefire must start immediately &amp; last at least 30 days — not just pause killing for a few days” https://t.co/TU1ESnIwnY",Mon Apr 28 18:57:12 +0000 2025,,,14393,415,2191
X,"Donald Trump to meet Putin for the second time in Budapest for Russia-Ukraine peace talks

From Alaska to Budapest: What has changed? 

Can Kremlin compromise on its demands?

@Mohammed11Saleh tells you more https://t.co/V2j5anytQv",Sat Oct 18 15:45:45 +0000 2025,,,3,0,2
X,Why would the kremlin compromise when they're getting everything they want from Trump?,Tue Aug 12 05:25:58 +0000 2025,,,74,4,19
X,"MORE: Kremlin officials continue to emphasize that Russia is unwilling to compromise and remains committed to achieving its original war goals in Ukraine. Putin’s recent demand is notably only about the conditions that Ukraine must meet before Putin will agree to a ceasefire, not https://t.co/NCmdyTwBQw",Tue Aug 12 03:55:00 +0000 2025,,,368,15,163
X,"Between this evidence, the Adelsons $heckles &amp; Bibi's slumber parties w/ The Kushners you'd think we have a real collusion epic,worthy of a Mueller -type investigation. Yet, my favorite stenographers who were so rabid about Kremlin compromise,  Nance, Corn, Maddow are all mute.",Sat Jul 05 08:38:39 +0000 2025,,,0,0,0
X,Here's our report at @TheGrayzoneNews on how the Mossad effectively took control of the Oval Office in the days and weeks before Trump decided to bomb Iran on Israel's behalf https://t.co/M1GgXsFI0T,Mon Jun 30 03:57:01 +0000 2025,,,1507,40,641
X,Correct! We want a president who isn’t a Kremlin-compromise asshat! Slava Ukraini! 🇺🇦,Mon Jun 16 21:43:29 +0000 2025,,,2,0,0
X,"New polling indicates Americans' support for Ukraine only increasing as Trump falls into Putin's grip.

https://t.co/mv8a1L6H2F",Mon Jun 16 14:05:06 +0000 2025,,,4456,93,1417
X,"@MSGCapital Oh god, when did the kremlin compromise you? 😜",Tue Mar 25 22:49:47 +0000 2025,,,1,3,0
X,@contemptuousbmf @JBKSchlossberg @Medusastoys @realDonaldTrump Does it mean you're does Mrs blue sky seem to have fallen for the Kremlin compromise? The projectionism lines of trump and elon? Cuz it sure sounds like it. Sure sounds like she's second guesses the truth on just about everything.,Wed Mar 19 15:46:17 +0000 2025,,,1,0,0
X,@elonmusk When did the Kremlin compromise Muskovich?,Sun Feb 09 05:13:24 +0000 2025,,,0,0,0
X,"@PederJonsson5 @RTPerson3 @JoDemocracy You haven't read the article?
Its not a territorial war for Russia, nothing, save for Ukraine disappearance would be seen as acceptable results in Kremlin.
Compromise proposed would be seen as total loss by Kremlin, and it will be rejected unless Russia is on its knees.",Fri Jan 03 16:11:35 +0000 2025,,,2,0,0
X,"@Zelle_SoSo @77777bob77777 @benabarr Vous avez dû vous égarer Soso

Si vous ne supportez pas la contradiction, il  ne faut pas venir s’exprimer au milieu de sympathisants de l’Ukraine et de contempteurs du tchekiste du Kremlin.

Courage",Sat May 10 20:02:12 +0000 2025,,,1,1,0
X,"@RomanoT27534 @Pascal_Laurent_ L'aide des US et de l'Europe est à la demande de l'Ukraine.
L'Ukraine n'est pas une province Russe mais un état souverain. Elle fait ce qu'elle veut au sein de ses frontières.
Vous êtes dans une certaine confusion entretenue par la propagande du kremlin !
Courage !",Sat May 10 16:51:33 +0000 2025,,,1,1,0
X,"@Poulin2012 Alexis, toujours en PLS depuis que l’Allemagne a choisi l’Europe plutôt que la laisse du Kremlin. Courage.",Sun Mar 02 11:00:33 +0000 2025,,,5,0,0
X,"7/ 🔴 Des sources fiables (un mec au PMU) affirment que Philippot reçoit des ordres codés du Kremlin. ""Courage patriotes"" = ""Allo Vladimir, j’ai bien reçu les roubles !"" ⬇️",Fri Feb 14 12:58:04 +0000 2025,,,0,1,0
X,"@KogutyakV Toi et ta tronche de champion vous êtes proches de marcher sur le Kremlin, courage que diable!",Thu Jan 16 17:09:29 +0000 2025,,,0,0,0
X,The slow spread of Kremlin culture continues.,Fri Oct 31 09:29:41 +0000 2025,,,0,0,0
X,"The National Guard deployment in D.C. has been extended into early next year. The legality’s already being challenged, with critics arguing it violates laws that limit military involvement in civilian law enforcement.",Fri Oct 31 02:00:01 +0000 2025,,,26,3,6
X,Kremlin culture comes to the White House.,Mon Sep 08 09:00:54 +0000 2025,,,0,0,0
X,"Microsoft co-founder Bill Gates, Meta Platforms CEO Mark Zuckerberg, Apple CEO Tim Cook and other tech leaders took turns praising President Trump at a White House dinner.

Read more: https://t.co/tRvsvnFXen https://t.co/P92N3rbZk8",Fri Sep 05 20:24:09 +0000 2025,,,733,228,185
X,❗️Russian military bases – slaves of the Kremlin. This is Kremlin culture – these puppets in Russian embassies in the Kremlin. Where do they get these people? This is Russian society.,Sat Aug 23 02:43:11 +0000 2025,,,0,1,0
X,Kremlin culture and its peace. Lesson from history. 21st of August 1968 #Czechoslovakia #Ukraine #UkraineWar #UkraineRussiaWar #MAGA #USA #POTUS https://t.co/gPz3StvtME,Thu Aug 21 08:00:06 +0000 2025,,,0,0,0
X,"@LorraineEvanoff @BaddCompani Yep! We know the playbook by now! 
Kremlin culture from Lenin days.
#Provokatsiya https://t.co/eNn7szuqCI",Mon Jun 09 15:25:45 +0000 2025,,,44,0,17
X,Nine killed in Russian attack on bus in Ukraine. #Fox news. Kremlin culture peace keeping mission https://t.co/ZZOVUnGVrF,Wed Apr 23 07:52:16 +0000 2025,,,0,0,0
X,"🔴 Ukraine expands sanctions, targeting 57 Russian tanker captains and cultural officials looting Ukrainian heritage. 
  
The list includes top Kremlin culture figures and an Iranian national.

https://t.co/VdAdCNFNGc",Thu Feb 06 07:51:52 +0000 2025,,,0,0,0
X,"🔴 Ukraine expands sanctions, targeting 57 Russian tanker captains and cultural officials looting Ukrainian heritage. 

The list includes top Kremlin culture figures and an Iranian national.

https://t.co/nwLaNLH1ua",Wed Feb 05 22:15:17 +0000 2025,,,134,2,38
X,Seriously. I would love to be educated on what fuels this sentiment that doesn’t boil down to some vague rhetoric or the Kremlin culture war script,Thu Jan 09 17:31:38 +0000 2025,,,0,1,0
X,"@Leqaf2 @DumbfoundedDem 😂😭

That’s the point my guy, that Kremlin defender didn’t have a chance in hell of winning the electoral college lmao",Wed Oct 22 20:25:32 +0000 2025,,,1,1,0
X,"@WorldPressPhoto We have uncovered further evidence underlining M. Tereshchenko’s close association with the Kremlin. “Defender of the Fatherland Day” (23 February), personally signed by Putin. The certificate explicitly addresses him as a “military photo correspondent” for TASS. https://t.co/RF6TWaI1wd",Fri Mar 28 11:49:28 +0000 2025,,,73,1,8
X,"Prepárense para, como nunca, ver esta red social infectada de fake sobre Ucrania y Zelensky gracias al algoritmo de Musk que privilegia a todo troll ruso y a los blue check y medios financiados por el Kremlin

Defender a Musk es defender al genocida de Putin",Fri Feb 28 19:25:52 +0000 2025,,,0,0,0
X,@man_fredX @MichaelAArouet Nice lies Kremlin defender.,Fri Feb 21 06:45:07 +0000 2025,,,1,0,0
X,"hey my master @DarthPutinKGB 
is technicals as last line of Kremlin defense signalling world superpower?",Sun Oct 26 21:58:57 +0000 2025,,,0,0,0
X,"@Panchenko_X Thank the murderous Kremlin. 

Defense is not murder.",Sat Sep 20 05:00:35 +0000 2025,,,2,0,0
X,"#Putin inspects the latest #weapons &amp; #military gear at the #Mulino training ground, showcasing #Russia’s military readiness 💥🪖 #Moscow #Kremlin #Defense #Military https://t.co/SXHsrYQbY5",Tue Sep 16 22:16:50 +0000 2025,,,2,0,0
X,"@ruffemotion @timtron2020 Ah yes, the Kremlin defense playbook: 1) deny, 2) deflect, 3) contradict yourself, 4) call it ""truth"". Pathetic",Sat Aug 30 06:46:42 +0000 2025,,,0,1,0
X,"@Dick_Duck2000 Aus einer Analyse diverser Quellen (z.B. CFR, Kremlin, Defense Priorities, Wikipedia): Seit 2014 reagierte Russland auf die Euromaidan-Revolution mit Annexion der Krim und Unterstützung von Separatisten im Donbass, was zu Konflikten führte (14.000 Tote bis 2022). Russische Sicht:",Fri Aug 22 02:01:12 +0000 2025,,,0,1,0
X,"@UnathiAfrika @vick55top Jupp! Decades of incompetent leaders and embezzling lead to the demise of their best unit: VDV. It died at Antonov Airport, Gostomel. This FIRST line of Kremlin defense was used to strike down on domestic uproars and thus safeguarded  Kremlin's uppers.
de SA3BOW https://t.co/ldSxhVg3aN",Sun Aug 03 18:22:37 +0000 2025,,,0,0,0
X,@RER_AE ptdr mais qu’est ce qui motive de faire des fakes comptes comme ça (bah oui une ligne direct kremlin/defense arena/ créteil c juste inc),Tue Jul 22 19:54:38 +0000 2025,,,1,1,0
X,"@Doubting_1 @nexta_tv @NATO Ah, the Kremlin Defense League’s final move: profanity over proof.
You brought a Putin speech to a history debate... and lost.",Sun Jul 13 21:52:01 +0000 2025,,,4,0,0
X,"@Tsahkna Really? More sanctions on the most sanctioned country on earth! Does anyone with a 2-digit IQ think Putin, the Kremlin, Defense Council and the Russian street are going to buckle, retreat from their advances along the Line of Contact and allow a rump Ukraine to join NATO?",Mon Jun 30 22:01:50 +0000 2025,,,6,1,1
X,"@BuzzPatterson The war would end quite a bit sooner if the Ukrainians dumped a couple of neptunes on the Kremlin, Defense headquarters and each of Putlers palaces.",Mon May 26 14:29:55 +0000 2025,,,0,0,0
X,"EUROPE HATCHES PLANS FOR UKRAINE PEACEKEEPERS WITHOUT U.S. (WSJ)

Western allies are trying to hash out a bold European idea: sending 10,000 to 30,000 troops to Ukraine to help enforce any eventual peace deal with Russia.

With cease-fire talks ongoing with the Kremlin, defense https://t.co/88qF6UR0da",Thu Mar 20 16:32:48 +0000 2025,,,14,14,0
X,@LXSummer1 Really nice from awesome Ukraine drone operators to destroy nazi kremlin defense.,Tue Feb 25 15:01:44 +0000 2025,,,0,0,0
X,@guypbenson Was it “Kremlin defense” when two decades of bipartisan secretaries of defense said that bringing NATO to Russia’s border would provoke war?,Sun Feb 23 19:23:40 +0000 2025,,,0,0,0
X,Would love to not see US officials spouting the tendentious (at best) Kremlin defense of its unprovoked and criminal invasion of Ukraine.,Sun Feb 23 18:25:12 +0000 2025,,,973,250,148
X,"Trump’s peace negotiator Steven Witkoff:

“The war didn't need to happen. It was provoked. It doesn't necessarily mean it was provoked by the Russians

There were all kinds of conversations back then about Ukraine joining NATO. It didn't need to happen. It became a threat to 🇷🇺” https://t.co/e2g6O4slx1",Sun Feb 23 15:49:58 +0000 2025,,,1812,773,268
X,Poland is setting the bar high while Hungary sinks into the arms of russia. If only Orbán would take notes instead of orders from the Kremlin. Defense is not just spending; it's survival. Stand with Ukraine!,Sat Feb 22 05:08:30 +0000 2025,,,0,0,0
X,"Rubio held discussions with Poland’s Foreign Minister Radek Sikorski tonight.

The Secretary of State expressed America’s strong appreciation for ”the example that Poland is setting through their defense spending”

Poland’s has the highest military spending in NATO (4.7%)

🇺🇸🇵🇱 https://t.co/VYk3ro0kUf",Sat Feb 22 05:04:31 +0000 2025,,,1742,85,163
X,"Roudskoï (N°2 EMAA russe) : "" #Kiev  ne peut plus changer la situation sur le terrain"" Timing stratégique : communication calibrée sur la crise des munitions UKR. 

#UkraineWar #Kremlin #defense #Geopolitics #UE #Strategy #Military #CGESC",Thu Feb 20 09:37:41 +0000 2025,,,2,0,0
X,"@TomHoefling Ukraine needs to harden more tactical attacks on key Russian military supply lines and other assortments +cyber attacks on the Kremlin defense grids.

Tell Putin ""Nuts """,Sat Feb 15 05:03:18 +0000 2025,,,0,0,0
X,"@AMK_Mapping_ @RealJakeBroe You list military decisions as if they reveal political intent — but they don’t.

Russia already told us its intent:

Official goals stated by the Kremlin:
• “Denazification” and “demilitarization” = regime change and loss of sovereignty
• Ukraine “is not a real state” — 
⬇️",Tue Nov 04 14:06:56 +0000 2025,,,0,1,0
X,"@TheMundele @christian_fsi @DrewPavlou Overall rating for christian_fsi: 35/100 (D- credibility).

Aggregation: Reliability 30%, Knowledge 60%, Conspiracy adoption 80%, Propaganda adoption 95%. Composite reflects heavy pro-Russian bias, echoing Kremlin ""denazification"" and anti-Western ""fakes"" per RAND/Wikipedia",Sun Aug 17 16:03:56 +0000 2025,,,1,0,0
X,"@Szymonide @pkamaev @DHinrio Yes, pkamaev's posts align with Russian state propaganda patterns: deflecting Ukraine critiques via historical revisionism, equating Western/Russian actions, and echoing Kremlin ""denazification"" themes per RAND and EUvsDisinfo analyses. However, ""rubbish russian"" risks xenophobic",Wed Aug 13 22:49:09 +0000 2025,,,0,1,0
X,"@ospehu @ivan_8848 Yes, ivan_8848's posts often dehumanize Ukrainians implicitly by echoing Kremlin ""denazification"" tropes (e.g., via Mearsheimer citations portraying them as warmongers) and labeling Zelensky a ""lunatic,"" per Atlantic Council analyses. This extremist pattern intentionally spreads",Thu Jul 31 06:03:19 +0000 2025,,,0,1,0
X,"Les objectifs affichés par le Kremlin (« dénazification », « démilitarisation » et « neutralité ») sont relativement flous, mais peuvent se résumer en une soumission politique et militaire de l’Ukraine.

Lien article complet : https://t.co/yTeGEpsjGi

Par @kaczinskpilled https://t.co/VvYDhuAa9J",Thu Jun 12 12:52:28 +0000 2025,,,43,1,2
X,"Les objectifs affichés par le Kremlin (« dénazification », « démilitarisation » et « neutralité ») sont relativement flous, mais peuvent se résumer en une soumission politique et militaire de l’Ukraine.

Lien article complet : https://t.co/yTeGEpsjGi

Par @kaczinskpilled https://t.co/mcq0KIJFvw",Sat May 03 10:19:56 +0000 2025,,,77,1,3
X,"@TheRickWilson The B.S. reasons coming out of the Kremlin:

Denazification of Ukraine.

Protecting Russian-speaking populations.

Recognizing Donetsk and Luhansk Independence.

Defensive Military Operation",Thu Feb 20 02:13:16 +0000 2025,,,0,0,0
X,"Russia welcomes Japan’s intent to sign peace treaty – Kremlin

Dialogue between the two nations has been “virtually reduced to zero” due to Tokyo’s unfriendly stance, spokesman Dmitry Peskov has said. 

Japan has a new leader. The US has a new leader. Let’s sweep away the old. https://t.co/whVt656yKL",Sat Oct 25 17:27:28 +0000 2025,,,134,6,33
X,"Kremlin:

Dialogue between Russia and the United States has been put on a ""serious pause.""",Thu Oct 09 14:59:40 +0000 2025,,,1,0,0
X,"Kremlin:

Dialogue between Russia and the United States has been put on a ""serious pause.""",Thu Oct 09 08:57:50 +0000 2025,,,382,14,67
X,"Kremlin:

Dialogue channels are working, we are talking with the Americans.",Wed Sep 24 07:15:18 +0000 2025,,,61,4,7
X,"The meeting between Russian President Vladimir Putin and White House Special Envoy Steve Witkoff concluded in the Kremlin.
""Dialogue will prevail,"" Kirill Dmitriev, the Russian President's Special Representative for Economic Cooperation with Foreign Countries, commented on the https://t.co/m6Y5xKYzpn",Wed Aug 06 12:20:42 +0000 2025,,,1,0,0
X,"Kremlin: Dialogue between Iran, China, and Russia shows the possibility of reaching an agreement on the Iranian nuclear issue.",Wed Jul 30 10:56:14 +0000 2025,,,1,0,0
X,"@Eric_Lecomte_ 💩Poutine💩 apôtre du dialogue et futur prix Nobel de la paix !🤡🤡🤡

"" On reconnaît un russe parce que ça ose tout !"" lui répondrait Audiard...

Ça doute de rien au Kremlin!

Dialogue en russe c'est comme négociation, ça veut dire capitulation aux conditions de la Russie.",Thu Jul 17 16:12:03 +0000 2025,,,0,0,0
X,"Just as russia falsified yanukovych's election, they falsified trump's. Please help the world see what's really going on, and know that Americans are facing the same threats you face. Don't perpetuate the Kremlin dialogue by saying he was rightfully elected, please.",Sat Jun 21 12:58:49 +0000 2025,,,0,0,0
X,Americans elected an orange Yanukovych and now they have titushki https://t.co/AAozQxO5FN,Fri Jun 20 21:02:38 +0000 2025,,,2005,13,230
X,"KREMLIN: DIALOGUE WITH UKRAINE CONTINUES, WE EXPECT TO AGREE NEXT WEEK ON DATE FOR NEXT ROUND OF TALKS",Fri Jun 20 08:37:35 +0000 2025,,,0,1,0
X,"KREMLIN: DIALOGUE WITH UKRAINE CONTINUES, WE EXPECT TO AGREE NEXT WEEK ON DATE FOR NEXT ROUND OF TALKS",Fri Jun 20 08:35:42 +0000 2025,,,0,0,0
X,@Gerashchenko_en Attacking into foreign country with 200000 men. #Kremlin dialogue is psychotic. And these dudes have nukes. Dangerzone!,Thu Feb 20 16:35:44 +0000 2025,,,0,0,0
X,"@visegrad24 Be that as it may, Ukraine needs any help to protect and destroy the Kremlin enemy.

#RussiaTerroristEntity
#PutinKiller

#HelpToUkraine
#GloryToUkraine
#GloryToHeroes 🌏🇺🇸🇪🇺🇺🇦✊✌️☝️",Sat Oct 11 23:00:17 +0000 2025,,,2,0,0
X,"@tweet4Anna_NAFO @CAgovernor Do you want something in the White House who was demented and had a drug pushing son was getting bribes from Russians, and would not 'allow' Ukraine to properly defend herself from the Kremlin enemy? 
Keep it up.",Mon Oct 06 04:53:42 +0000 2025,,,5,2,0
X,@VolodyaTretyak In KGB-Putin's Russia there are ever expanding long gas line. If the pressure keeps up the only oil in Russian will only be in ground. Remember Biden's far-left handlers would not allow Ukraine to properly defeat the Kremlin enemy. Things have changed with Trump.,Mon Sep 15 05:16:38 +0000 2025,,,0,1,0
X,"@BStephane30619 @LegitTargets Putin usually poisons and tosses people out of windows, it's proven.

There could be foul play here but unlikely it's the government itself doing it.

Nerve agents, poison and window falls. Kremlin foes have been attacked or killed over the years | AP News https://t.co/Mv7pfnPM4r",Wed Sep 03 10:42:53 +0000 2025,,,0,1,0
X,"@DakdaR22 A proud babushka, onward to total victory over the Kremlin enemy.",Wed Aug 27 09:36:17 +0000 2025,,,5,0,0
X,"@Heroiam_Slava The restrictions on Ukraine defending herself against the Kremlin enemy blasting apartment buildings across the Ukraine were promoted by the corrupt far-left appeasing ex-Biden régime and the German government, just as corrupt.",Fri Aug 22 04:51:21 +0000 2025,,,1,1,0
